"","Code","Yield","High"
"28","sz002555",0.211853946134393,0.211853946134393
"153","ss600383",0.141474962364155,0.141474962364155
"27","sz002594",0.115155337480098,0.11895616906148
"216","sz000627",0.0837613669578323,0.0837613669578323
"207","ss600066",0.0765102856604756,0.0765102856604756
"162","ss600038",0.0753304146866076,0.0753304146866076
"192","sz000069",0.0735209623847541,0.0735209623847541
"81","ss601898",0.0681600882440199,0.0681600882440199
"128","ss600015",0.0666598723868506,0.0666598723868506
"161","ss600016",0.0571687348437195,0.0571687348437195
"29","sz002558",0.057044805714489,0.0588934552875955
"180","sz000860",0.0568706245088251,0.0612716510198676
"93","sz002146",0.051176713635418,0.051176713635418
"124","ss600340",0.0388673633443102,0.0388673633443102
"173","ss600221",0.0370340077412619,0.0559614190378361
"213","sz000671",0.0362255492648793,0.0362255492648793
"186","sz000876",0.0361575953875402,0.0361575953875402
"235","ss600674",0.033589648355653,0.033589648355653
"97","ss601328",0.0302997922690762,0.0302997922690762
"145","ss600362",0.0284426457751727,0.0292877838244963
"104","ss601166",0.0252420316886666,0.0253872149538503
"88","ss601808",0.0210977948641276,0.0236404588093231
"137","ss600004",0.0209512026956262,0.0209512026956262
"122","ss600438",0.0203225158302935,0.025223848561021
"168","ss600233",0.0202598151856892,0.0279278792681226
"39","ss601377",0.019978449488522,0.0220753189148626
"127","ss600406",0.0176464455800387,0.0176464455800387
"130","ss600487",0.0158569279878613,0.0174618745398643
"20","ss601100",0.01562530676592,0.01562530676592
"240","sz000001",0.0139211131227401,0.01962255567144
"190","ss600115",0.0136701675770157,0.0162141867928498
"188","ss600104",0.0128241562626956,0.0149401853702411
"239","ss600606",0.0126578758702873,0.0181504189651553
"91","sz002157",0.0126155388820612,0.0166669987324708
"205","ss600061",0.0125099315137653,0.0129778026449587
"41","sz300124",0.011302342214474,0.0148308618408117
"80","ss601186",0.0111232572756703,0.0247071498330467
"196","sz000066",0.0110908788360213,0.0159030733314436
"77","sz002236",0.0109366473527874,0.0134436105450093
"152","ss600588",0.00964957120978571,0.0157709456755895
"37","sz002493",0.0090664915023857,0.0270749657868461
"106","ss601398",0.00894444310687814,0.0121222338347806
"223","ss600705",0.00884380229301729,0.00901909356554276
"34","sz002508",0.00827193820330652,0.0129567099839492
"218","sz000596",0.00788316585293214,0.0131523219359557
"43","sz002475",0.00780379575664814,0.00848083262925337
"194","ss600109",0.00777872883351094,0.0250833020960155
